"","lng","lat","facname","facdomain","borocd"
"34106",-74.12894,40.633912,"Abraham Levy Memorial Park","Parks, Gardens, and Historical Sites",501
"34107",-74.087371,40.648243,"City Owned Property","Administration of Government",501
"34108",-74.07505,40.641662,"5 Bay Street Condominium","Administration of Government",501
"34109",-74.126744,40.633433,"Spray City Collision Inc","Core Infrastructure and Transportation",501
"34110",-74.139763,40.616917,"City Owned Property","Administration of Government",501
"34111",-74.063689,40.616345,"Alice Austen House & Park","Parks, Gardens, and Historical Sites",501
"34112",-74.09579,40.640078,"PSCH - AH SCM - Harbor Terrace Assisted Living","Health and Human Services",501
"34113",-74.080718,40.616609,"Ar Inc Youth Center","Education, Child Welfare, and Youth",501
"34114",-74.120491,40.637363,"Vacation Bible School Summer Camp","Education, Child Welfare, and Youth",501
"34115",-74.073282,40.635821,"Millers Launch Service Pier No 7 1/2","Core Infrastructure and Transportation",501
"34116",-74.103247,40.638891,"Viva Voce Chamber Ensemble, Inc.","Libraries and Cultural Programs",501
"34117",-74.116922,40.634955,"Johnny's Auto Body Inc.","Core Infrastructure and Transportation",501
"34118",-74.161019,40.637405,"Fellowship Summer Day Camp","Education, Child Welfare, and Youth",501
"34119",-74.07718,40.63678,"Free Spirit Summer Youth Camp","Education, Child Welfare, and Youth",501
"34120",-74.076876,40.626811,"Tappen Park","Parks, Gardens, and Historical Sites",501
"34121",-74.077562,40.643267,"Camba- Staten Island","Health and Human Services",501
"34122",-74.079592,40.639687,"PS 16 (Former PS 9)","Education, Child Welfare, and Youth",501
"34123",-74.087955,40.64609,"Richmond Terrace","Education, Child Welfare, and Youth",501
"34124",-74.097065,40.63047,"NYC Parks-Markham Playground","Education, Child Welfare, and Youth",501
"34125",-74.079375,40.639713,"P.S. 016 John J Driscoll","Education, Child Welfare, and Youth",501
"34126",-74.090986,40.631164,"Building Blocks Montessori Preschool","Education, Child Welfare, and Youth",501
"34127",-74.13307,40.633942,"GED Restart-Camelot Counsel II-Ahsep","Education, Child Welfare, and Youth",501
"34128",-74.099973,40.643405,"Snug Harbor Cultural Ctr","Libraries and Cultural Programs",501
"34129",-74.085376,40.618773,"Ragk","Education, Child Welfare, and Youth",501
"34130",-74.108732,40.64372,"Walker Park Summer Camp","Education, Child Welfare, and Youth",501
"34131",-74.076019,40.623358,"Bayley Seton Hospital","Education, Child Welfare, and Youth",501
"34132",-74.075958,40.6424,"Staten Island Borough Hall","Administration of Government",501
"34133",-74.143681,40.636206,"City Owned Property","Administration of Government",501
"34134",-74.116244,40.613845,"P.S. 029 Bardwell","Education, Child Welfare, and Youth",501
"34135",-74.085796,40.63477,"Miraj Islamic School","Education, Child Welfare, and Youth",501
"34136",-74.141818,40.634573,"Port Richmond HS 1","Education, Child Welfare, and Youth",501
"34137",-74.077685,40.644384,"SI Inst Of Arts & Sciences","Libraries and Cultural Programs",501
"34138",-74.078641,40.647157,"Wheel-North Site Redevelopment","Administration of Government",501
"34139",-74.136275,40.634224,"Meals on Wheels of Staten Island Inc.","Health and Human Services",501
"34140",-74.082808,40.628654,"Ten Penny Players, Inc.","Libraries and Cultural Programs",501
"34141",-74.073472,40.644738,"City Of New York, St. George, Staten Island Ferry Terminal, Slips Nos. 1 And 2.","Core Infrastructure and Transportation",501
"34142",-74.077445,40.638577,"Auxiliary Services High School","Education, Child Welfare, and Youth",501
"34143",-74.176936,40.625816,"Joseph Manna Park","Parks, Gardens, and Historical Sites",501
"34144",-74.158613,40.62661,"Beacon Christian Community Health Center, Inc.","Health and Human Services",501
"34145",-74.068882,40.614432,"Staten Island Cyo","Education, Child Welfare, and Youth",501
"34146",-74.058623,40.607751,"Von Briesen Park","Parks, Gardens, and Historical Sites",501
"34147",-74.130262,40.639128,"City Owned Property","Administration of Government",501
"34148",-74.156439,40.63179,"P.S. 44 Thomas Brown School","Education, Child Welfare, and Youth",501
"34149",-74.153956,40.624886,"Graniteville Quarry Park","Parks, Gardens, and Historical Sites",501
"34150",-74.132783,40.615301,"City Owned Property","Administration of Government",501
"34151",-74.079762,40.623455,"PS 14 & Stapleton HSes Playgd","Parks, Gardens, and Historical Sites",501
"34152",-74.077949,40.616202,"Yeled V'Yalda / Silver Lake Head Start II","Education, Child Welfare, and Youth",501
"34153",-74.144744,40.629071,"Dadd","Education, Child Welfare, and Youth",501
"34154",-74.074187,40.61453,"Nicholas De Matti Playground","Parks, Gardens, and Historical Sites",501
"34155",-74.08561,40.642286,"Davis Playground","Parks, Gardens, and Historical Sites",501
"34156",-74.100216,40.645005,"Sailor's Snug Harbor Pk-Addtn","Administration of Government",501
"34157",-74.092202,40.642408,"New Brighton Group Home","Education, Child Welfare, and Youth",501
"34158",-74.116201,40.628934,"Mcdonald Playground","Education, Child Welfare, and Youth",501
"34159",-74.077268,40.640766,"Courthouse/Memorial Grn/Garage","Administration of Government",501
"34160",-74.125608,40.638395,"Port Richmond Wwtp","Core Infrastructure and Transportation",501
"34161",-74.075912,40.638187,"Project Hospitality Inc.","Health and Human Services",501
"34162",-74.076247,40.64048,"The Staten Island Neighborhood Office","Health and Human Services",501
"34163",-74.115019,40.62528,"Staten Island Zoo Zoofari Camp","Education, Child Welfare, and Youth",501
"34164",-74.13307,40.633942,"Camelot II (Restart)","Education, Child Welfare, and Youth",501
"34165",-74.085957,40.634824,"Albanian Islamic And Cultural Preschool","Education, Child Welfare, and Youth",501
"34166",-74.087348,40.620002,"Serpentine Commons","Administration of Government",501
"34167",-74.101757,40.644051,"Snug Harbor Cultural Center","Libraries and Cultural Programs",501
"34168",-74.085161,40.611182,"Luis R Lopez Park","Parks, Gardens, and Historical Sites",501
"34169",-74.121473,40.639858,"Sfc Industries Corp","Core Infrastructure and Transportation",501
"34170",-74.114136,40.633577,"Sacred Heart School","Education, Child Welfare, and Youth",501
"34171",-74.079623,40.624646,"Stapleton Park At PS 14","Education, Child Welfare, and Youth",501
"34172",-74.117086,40.637547,"The Children's Aid Society","Education, Child Welfare, and Youth",501
"34173",-74.132476,40.636608,"PS 20 & Playground","Education, Child Welfare, and Youth",501
"34174",-74.081715,40.641322,"Fort Hill Park","Parks, Gardens, and Historical Sites",501
"34175",-74.135635,40.634313,"United Cerebral Palsy Of New York City, Inc.","Education, Child Welfare, and Youth",501
"34176",-74.082214,40.615188,"Sanchez","Education, Child Welfare, and Youth",501
"34177",-74.17374,40.643002,"Arlington Marsh","Administration of Government",501
"34178",-74.077256,40.642769,"SI Civil & County Clerk","Administration of Government",501
"34179",-74.146326,40.630159,"St. Adalbert School","Education, Child Welfare, and Youth",501
"34180",-74.15477,40.632389,"Vinny`S Bus Services (B2321)","Core Infrastructure and Transportation",501
"34181",-74.121864,40.635012,"Yellowbird Auto Body 1 Inc.","Core Infrastructure and Transportation",501
"34182",-74.145522,40.623078,"IS 51 & Playground","Education, Child Welfare, and Youth",501
"34183",-74.077448,40.621424,"New York Foundling Staten Island Services","Education, Child Welfare, and Youth",501
"34184",-74.145994,40.634811,"City Owned Property","Administration of Government",501
"34185",-74.106978,40.635136,"Reg Imaging and Therapeutic Rad Services","Health and Human Services",501
"34186",-74.077256,40.642769,"SI Civil & County Clerk","Administration of Government",501
"34187",-74.063875,40.612404,"I.F.M Contracting Inc.","Core Infrastructure and Transportation",501
"34188",-74.07579,40.620554,"Group Home","Education, Child Welfare, and Youth",501
"34189",-74.157533,40.634,"City Owned Property","Administration of Government",501
"34190",-74.075958,40.6424,"Staten Island Borough Hall","Public Safety, Emergency Services, and Administration of Justice",501
"34191",-74.076247,40.64048,"Allied 60 Bay Street, LLC","Core Infrastructure and Transportation",501
"34192",-74.123402,40.621525,"Camp Gan Israel Of Staten Island","Education, Child Welfare, and Youth",501
"34193",-74.077397,40.643258,"Pre - K Center At 120 Stuyvesant Place","Education, Child Welfare, and Youth",501
"34194",-74.069579,40.620585,"NYC Police Department Office","Administration of Government",501
"34195",-74.147999,40.635527,"First Impression Auto Body Inc","Core Infrastructure and Transportation",501
"34196",-74.075844,40.639995,"Alwayz 1.2.3. Early Learning Center, Inc.","Education, Child Welfare, and Youth",501
"34197",-74.12766,40.63326,"Castleton Depot","Administration of Government",501
"34198",-74.074894,40.634855,"Tompkinsville","Core Infrastructure and Transportation",501
"34199",-74.078684,40.623378,"Stapleton UAME Church","Health and Human Services",501
"34200",-74.135644,40.640063,"Smith","Education, Child Welfare, and Youth",501
"34201",-74.127101,40.631214,"P.S. 19 Curtis School","Education, Child Welfare, and Youth",501
"34202",-74.0921,40.641473,"William S. Pendleton House","Parks, Gardens, and Historical Sites",501
"34203",-74.097065,40.63047,"NYC Parks-Cromwell Kos","Education, Child Welfare, and Youth",501
"34204",-74.123901,40.637989,"Autotron Towing Inc.","Core Infrastructure and Transportation",501
"34205",-74.159175,40.633819,"City Owned Property","Administration of Government",501
"34206",-74.08807,40.630271,"Hero Park","Parks, Gardens, and Historical Sites",501
"34207",-74.103754,40.63528,"Staten Island Mental Health Society, Inc","Education, Child Welfare, and Youth",501
"34208",-74.107629,40.645245,"City Owned Property","Administration of Government",501
"34209",-74.163342,40.632528,"Mariners Harbor Cornerstone","Education, Child Welfare, and Youth",501
"34210",-74.081285,40.647531,"North Shore Esplanade","Parks, Gardens, and Historical Sites",501
"34211",-74.115569,40.625135,"Barrett Park","Parks, Gardens, and Historical Sites",501
"34212",-74.120054,40.641053,"City Owned Property","Administration of Government",501
"34213",-74.077685,40.644384,"SI Inst Of Arts & Sciences","Administration of Government",501
"34214",-74.168125,40.626887,"City Owned Property","Administration of Government",501
"34215",-74.063025,40.61512,"Friends of Alice Austen House, Inc.","Libraries and Cultural Programs",501
"34216",-74.077256,40.642769,"SI Civil & County Clerk","Administration of Government",501
"34217",-74.081113,40.611149,"Eibs Pond Park","Parks, Gardens, and Historical Sites",501
"34218",-74.077335,40.642046,"NYC Office of Court Administration Office","Administration of Government",501
"34219",-74.077653,40.62495,"Eng 153, Lad 77","Public Safety, Emergency Services, and Administration of Justice",501
"34220",-74.078054,40.640995,"Saten Island Family Services","Education, Child Welfare, and Youth",501
"34221",-74.066026,40.613382,"Adult Home Assessment","Health and Human Services",501
"34222",-74.182082,40.629816,"Staten Island Railway","Administration of Government",501
"34223",-74.075811,40.636906,"NYC Human Resources Administration/Department of Social Services Office","Administration of Government",501
"34224",-74.090968,40.631206,"Building Blocks Montessori School","Education, Child Welfare, and Youth",501
"34225",-74.109852,40.627193,"Hugs & Kiddies","Education, Child Welfare, and Youth",501
"34226",-74.074391,40.637601,"Lyons Pool","Education, Child Welfare, and Youth",501
"34227",-74.088899,40.647118,"North Shore Esplanade","Administration of Government",501
"34228",-74.085172,40.618012,"Bedford Green","Administration of Government",501
"34229",-74.088154,40.611124,"Maple Woods","Administration of Government",501
"34230",-74.097619,40.644221,"Sudden Impact Auto Body & Towing Inc","Core Infrastructure and Transportation",501
"34231",-74.085447,40.641893,"PS 31. Plygd/Davis Plygd","Education, Child Welfare, and Youth",501
"34232",-74.101303,40.637096,"Allison Park","Parks, Gardens, and Historical Sites",501
"34233",-74.082227,40.623066,"Friends Of Crown Heights Education Center","Education, Child Welfare, and Youth",501
"34234",-74.12766,40.63326,"Castleton Depot","Core Infrastructure and Transportation",501
"34235",-74.129457,40.633675,"NYC Parks-Levy Playground","Education, Child Welfare, and Youth",501
"34236",-74.0878,40.62849,"Louis A. and Laura Stirn House","Parks, Gardens, and Historical Sites",501
"34237",-74.128845,40.635109,"Millennium Recycling Corp.","Core Infrastructure and Transportation",501
"34238",-74.085362,40.618815,"Staten Island Head Start","Education, Child Welfare, and Youth",501
"34239",-74.088093,40.628489,"Casa Belvedere, The Italian Cultural Foundation","Libraries and Cultural Programs",501
"34240",-74.13726,40.63216,"Faith H.U.M.C. V.B.S.","Education, Child Welfare, and Youth",501
"34241",-74.113108,40.611833,"Park","Parks, Gardens, and Historical Sites",501
"34242",-74.129051,40.639123,"Reliant Trans, Inc. (B2321)","Core Infrastructure and Transportation",501
"34243",-74.081193,40.616733,"African Refuge Summer Camp","Education, Child Welfare, and Youth",501
"34244",-74.094292,40.614908,"Wagner College","Education, Child Welfare, and Youth",501
"34245",-74.0773,40.626843,"Edgewater Village Hall and Tappen Park","Parks, Gardens, and Historical Sites",501
"34246",-74.1621,40.633159,"Mariner's Harbor","Health and Human Services",501
"34247",-74.097065,40.63047,"Midland Playground","Education, Child Welfare, and Youth",501
"34248",-74.163342,40.632528,"Uau Mariners Harbor Cornerstone","Education, Child Welfare, and Youth",501
"34249",-74.164784,40.620474,"Staten Island School Of Civic Leadership","Education, Child Welfare, and Youth",501
"34250",-74.118851,40.638064,"CPL. Thompson Park","Parks, Gardens, and Historical Sites",501
"34251",-74.075841,40.641792,"Barrett Triangle","Parks, Gardens, and Historical Sites",501
"34252",-74.080101,40.644161,"Lt. Lia Park","Education, Child Welfare, and Youth",501
"34253",-74.0751,40.62463,"Boardman- Mitchell House","Parks, Gardens, and Historical Sites",501
"34254",-74.081527,40.620549,"The Eagle Academy For Young Men Of S","Education, Child Welfare, and Youth",501
"34255",-74.078684,40.623378,"Stapleton UAME Church","Health and Human Services",501
"34256",-74.077842,40.626097,"Stapleton","Libraries and Cultural Programs",501
"34257",-74.104025,40.630214,"Noel Christian Staiano","Core Infrastructure and Transportation",501
"34258",-74.085376,40.618773,"Staten Island Mental Health Society, Inc.","Education, Child Welfare, and Youth",501
"34259",-74.077484,40.607132,"Tender Care On The Mount","Education, Child Welfare, and Youth",501
"34260",-74.164464,40.620497,"United Activities Unlimited At PS 44","Education, Child Welfare, and Youth",501
"34261",-74.08623,40.631213,"Our Lady Of Good Counsel School","Education, Child Welfare, and Youth",501
"34262",-74.101757,40.644051,"Snug Harbor Cultural Center","Administration of Government",501
"34263",-74.109324,40.634478,"Ambulatory Care Pavilion","Health and Human Services",501
"34264",-74.139187,40.630818,"Make the Road New York","Education, Child Welfare, and Youth",501
"34265",-74.094875,40.644721,"Imperial Parking Us LLC","Core Infrastructure and Transportation",501
"34266",-74.152426,40.62855,"Wilson","Education, Child Welfare, and Youth",501
"34267",-74.150489,40.614329,"Congregation Yeshiva Merkaz Hatorah Jewish Foundation School","Education, Child Welfare, and Youth",501
"34268",-74.146326,40.630159,"St Adalbert School","Education, Child Welfare, and Youth",501
"34269",-74.15844,40.642699,"Shooters Island","Parks, Gardens, and Historical Sites",501
"34270",-74.103754,40.63528,"Early Recognition and Screening","Health and Human Services",501
"34271",-74.075356,40.622738,"Bayley Seton PSychiatric Inpatient Unit","Health and Human Services",501
"34272",-74.115649,40.639731,"Domain Community Services-Markham Ga","Education, Child Welfare, and Youth",501
"34273",-74.0761,40.642722,"Staten Island Borough Hall and Richmond County Courthouse","Parks, Gardens, and Historical Sites",501
"34274",-74.108828,40.643717,"Randolph Walker Park","Parks, Gardens, and Historical Sites",501
"34275",-74.075702,40.625811,"The Salvation Army Stapleton","Health and Human Services",501
"34276",-74.167104,40.627159,"P025r At Cora Hoffman Ctr.","Education, Child Welfare, and Youth",501
"34277",-74.136614,40.609175,"Ingram Wood Park","Parks, Gardens, and Historical Sites",501
"34278",-74.166609,40.63468,"Mariners Harbor Public Library","Libraries and Cultural Programs",501
"34279",-74.117597,40.613045,"St. Teresa School","Education, Child Welfare, and Youth",501
"34280",-74.076096,40.640866,"Seamen's Society For Children & Families","Education, Child Welfare, and Youth",501
"34281",-74.174998,40.643229,"Arlington Marsh Park","Administration of Government",501
"34282",-74.117248,40.637465,"Children's Aid Society Richmond ELC","Education, Child Welfare, and Youth",501
"34283",-74.076572,40.643559,"Staten Island Legal Services","Health and Human Services",501
"34284",-74.121198,40.610952,"St John's Lutheran School","Education, Child Welfare, and Youth",501
"34285",-74.16313,40.620053,"Jennifer's Playground","Parks, Gardens, and Historical Sites",501
"34286",-74.16351,40.620334,"Jennifer's Playground","Education, Child Welfare, and Youth",501
"34287",-74.070402,40.611634,"Eng 152, Bat 21","Public Safety, Emergency Services, and Administration of Justice",501
"34288",-74.077335,40.642046,"Margaret Sanger Center","Health and Human Services",501
"34289",-74.083628,40.611042,"Public School 57","Education, Child Welfare, and Youth",501
"34290",-74.097914,40.644949,"City Owned Property","Administration of Government",501
"34291",-74.07535,40.633991,"GED - P2g At Staten Island Neon - Ah","Education, Child Welfare, and Youth",501
"34292",-74.120445,40.634426,"Castle Day Care, Inc.","Education, Child Welfare, and Youth",501
"34293",-74.167839,40.62209,"Lugo","Education, Child Welfare, and Youth",501
"34294",-74.115264,40.625212,"Staten Island Zoological Society, Inc.","Libraries and Cultural Programs",501
"34295",-74.073722,40.629618,"Lm Stapleton LLC","Core Infrastructure and Transportation",501
"34296",-74.087391,40.634145,"Verrazano Nursing Home","Health and Human Services",501
"34297",-74.076572,40.643559,"Staten Island Legal Services (Main Office)","Health and Human Services",501
"34298",-74.145765,40.617495,"Zion Lutheran Church Of Staten Island","Education, Child Welfare, and Youth",501
"34299",-74.150728,40.636941,"Three J's Service Corp","Core Infrastructure and Transportation",501
"34300",-74.078058,40.644789,"Former Doh Health Center","Administration of Government",501
"34301",-74.128187,40.637838,"Dot SI Vehicle Maintenance","Administration of Government",501
"34302",-74.116997,40.628169,"IS 027 Anning S Prall (R027)","Education, Child Welfare, and Youth",501
"34303",-74.129017,40.63296,"Castleton Depot","Core Infrastructure and Transportation",501
"34304",-74.122701,40.63425,"Crossroads Unlimited  Inc.","Health and Human Services",501
"34305",-74.074735,40.633891,"Tompkinsville","Core Infrastructure and Transportation",501
"34306",-74.088839,40.630689,"Jewish Community Center Of Staten Island","Education, Child Welfare, and Youth",501
"34307",-74.077147,40.642875,"New York Center For Interpersonal Development","Health and Human Services",501
"34308",-74.131769,40.637197,"Veterans Park","Parks, Gardens, and Historical Sites",501
"34309",-74.079477,40.616829,"Henry Mcneil Turner Center","Education, Child Welfare, and Youth",501
"34310",-74.077452,40.64464,"120th Precinct","Public Safety, Emergency Services, and Administration of Justice",501
"34311",-74.105824,40.645532,"City Owned Property","Administration of Government",501
"34312",-74.117509,40.636587,"United Activities Unlimited, Inc.","Education, Child Welfare, and Youth",501
"34313",-74.121939,40.638329,"Richmond Terrace Storehouse","Administration of Government",501
"34314",-74.117388,40.633884,"Corner Stone Christian Ministry","Education, Child Welfare, and Youth",501
"34315",-74.088486,40.647178,"North Shore Esplanade","Parks, Gardens, and Historical Sites",501
"34316",-74.075913,40.637059,"NYC Human Resources Administration/Department of Social Services Office","Administration of Government",501
"34317",-74.0773,40.638566,"GED Plus-St George Center - Ahsep","Education, Child Welfare, and Youth",501
"34318",-74.090765,40.637174,"Jones Woods Park","Parks, Gardens, and Historical Sites",501
"34319",-74.157576,40.63386,"City Owned Property","Administration of Government",501
"34320",-74.116209,40.613912,"PS 29","Education, Child Welfare, and Youth",501
"34321",-74.132566,40.640337,"Perfetto Enterprises Co., Inc.","Core Infrastructure and Transportation",501
"34322",-74.152139,40.630452,"4 Angels Day Care Inc.","Education, Child Welfare, and Youth",501
"34323",-74.142074,40.634438,"GED Plus-Port Richmond HS-Ahsep","Education, Child Welfare, and Youth",501
"34324",-74.129092,40.632145,"Maint Facility-Castleton Depot","Administration of Government",501
"34325",-74.10239,40.632671,"Apache Carting LLC","Core Infrastructure and Transportation",501
"34326",-74.117568,40.628279,"Uau PS45 And IS 27","Education, Child Welfare, and Youth",501
"34327",-74.129545,40.638896,"Staten Island Workforce1 Industrial & Transportation Career Center","Health and Human Services",501
"34328",-74.106961,40.624229,"City Owned Property","Administration of Government",501
"34329",-74.134989,40.635448,"National Health Center","Education, Child Welfare, and Youth",501
"34330",-74.135349,40.634888,"GED Restart-Camelot Counsel I-Ahsep","Education, Child Welfare, and Youth",501
"34331",-74.159117,40.633679,"City Owned Property","Administration of Government",501
"34332",-74.14497,40.622596,"I S 051 Edwin Markham (R051)","Education, Child Welfare, and Youth",501
"34333",-74.107218,40.628631,"Vacation Bible Camp At PS 45","Education, Child Welfare, and Youth",501
"34334",-74.076852,40.638284,"Staten Island Early Childhood Center","Education, Child Welfare, and Youth",501
"34335",-74.081643,40.620347,"I.S. 49 Bertha Dreyfus School","Education, Child Welfare, and Youth",501
"34336",-74.147999,40.635527,"Wreck O Mend Auto Experts Corp","Core Infrastructure and Transportation",501
"34337",-74.13189,40.639031,"City Owned Property","Administration of Government",501
"34338",-74.088626,40.63005,"Hero Park","Parks, Gardens, and Historical Sites",501
"34339",-74.082427,40.622998,"Stapleton (2)","Education, Child Welfare, and Youth",501
"34340",-74.087379,40.610868,"Concord High School","Education, Child Welfare, and Youth",501
"34341",-74.134885,40.635386,"Community Health Center of Richmond, Inc.","Health and Human Services",501
"34342",-74.125376,40.633095,"Mt Carmel-St Benedicta School","Education, Child Welfare, and Youth",501
"34343",-74.154773,40.624932,"Park","Parks, Gardens, and Historical Sites",501
"34344",-74.117325,40.632333,"City Owned Property","Administration of Government",501
"34345",-74.122469,40.62574,"SI Communications Office","Public Safety, Emergency Services, and Administration of Justice",501
"34346",-74.137037,40.640002,"St Mary's Hap","Education, Child Welfare, and Youth",501
"34347",-74.127896,40.6344,"Ace Auto World Inc.","Core Infrastructure and Transportation",501
"34348",-74.164718,40.626422,"A&J Tires Repair","Core Infrastructure and Transportation",501
"34349",-74.099973,40.643405,"Noble Maritime Collection","Libraries and Cultural Programs",501
"34350",-74.160577,40.633892,"City Owned Property","Administration of Government",501
"34351",-74.078641,40.647157,"Wheel-North Site Redevelopment","Parks, Gardens, and Historical Sites",501
"34352",-74.137087,40.639544,"Pal At Port Richmond Center At New World Prep","Education, Child Welfare, and Youth",501
"34353",-74.075929,40.629385,"Dot/Traffic-Sign Shop, Offices","Core Infrastructure and Transportation",501
"34354",-74.080444,40.611759,"Eibs Pond Park","Parks, Gardens, and Historical Sites",501
"34355",-74.143138,40.63609,"South Asian Cultural Preservation and Education Center","Libraries and Cultural Programs",501
"34356",-74.15097,40.625369,"P.S. 22 Graniteville School","Education, Child Welfare, and Youth",501
"34357",-74.119363,40.640204,"Gaeta Interior Demolition, Inc.","Core Infrastructure and Transportation",501
"34358",-74.135349,40.634888,"Camelot Counseling Center","Education, Child Welfare, and Youth",501
"34359",-74.08293,40.62549,"Criminal Court","Administration of Government",501
"34360",-74.133066,40.626587,"Salvation Army/Port Richmond Corps Communuty Ctr","Health and Human Services",501
"34361",-74.142763,40.636665,"City Owned Property","Administration of Government",501
"34362",-74.081551,40.61726,"Foxhill Assoc Interim","Education, Child Welfare, and Youth",501
"34363",-74.077788,40.645039,"Richmond Family Court","Administration of Government",501
"34364",-74.085856,40.643342,"Mahoney Playground","Parks, Gardens, and Historical Sites",501
"34365",-74.11918,40.613641,"Castleton Hill Moravian Preschool","Education, Child Welfare, and Youth",501
"34366",-74.084219,40.622416,"Fadmo Health And Allied School","Education, Child Welfare, and Youth",501
"34367",-74.079192,40.646959,"City Owned Property","Administration of Government",501
"34368",-74.077007,40.620842,"PS 722 (Otc)","Education, Child Welfare, and Youth",501
"34369",-74.088898,40.639442,"J. Duff","Education, Child Welfare, and Youth",501
"34370",-74.077147,40.642875,"Family Justice Center","Health and Human Services",501
"34371",-74.079,40.632171,"St. Paul's Memorial Church and Rectory","Parks, Gardens, and Historical Sites",501
"34372",-74.119981,40.613017,"Bridge Back to Life Ctr Inc. OP","Health and Human Services",501
"34373",-74.165514,40.635007,"# 1 Towrific Empire Inc","Core Infrastructure and Transportation",501
"34374",-74.078271,40.626935,"NYC Department of Health and Mental Hygiene Office","Administration of Government",501
"34375",-74.149444,40.63411,"City Owned Property","Administration of Government",501
"34376",-74.069119,40.613129,"PS 13","Education, Child Welfare, and Youth",501
"34377",-74.078054,40.640995,"Engaging Families Program","Health and Human Services",501
"34378",-74.074419,40.634883,"Sirtoa R.O.W/Hannah St PS","Core Infrastructure and Transportation",501
"34379",-74.078508,40.622455,"Public School 14 - Cornelius Vanderbilt Elementary School","Education, Child Welfare, and Youth",501
"34380",-74.091981,40.633893,"Silver Lake Specialized Rehabilitation and Care Center","Health and Human Services",501
"34381",-74.118858,40.635556,"West Brighton Residential Tenants Assoc.","Health and Human Services",501
"34382",-74.134513,40.634689,"Cyo Community Center","Health and Human Services",501
"34383",-74.159175,40.63394,"City Owned Property","Administration of Government",501
"34384",-74.090986,40.631164,"Building Blocks School","Education, Child Welfare, and Youth",501
"34385",-74.158277,40.635915,"Oshodin","Education, Child Welfare, and Youth",501
"34386",-74.105762,40.634701,"West Brighton Clinic","Health and Human Services",501
"34387",-74.077268,40.640766,"Courthouse/Memorial Grn/Garage","Administration of Government",501
"34388",-74.160531,40.620581,"Bencebi","Education, Child Welfare, and Youth",501
"34389",-74.082055,40.62226,"NYCHA-Stapleton","Education, Child Welfare, and Youth",501
"34390",-74.089491,40.628718,"Notre Dame Academy Elementary School","Education, Child Welfare, and Youth",501
"34391",-74.150561,40.624806,"Y After School At PS 22","Education, Child Welfare, and Youth",501
"34392",-74.077147,40.642875,"Staten Island Fjc","Health and Human Services",501
"34393",-74.143482,40.611071,"Porta Trucking LLC","Core Infrastructure and Transportation",501
"34394",-74.079348,40.63862,"PS 16 Playground","Parks, Gardens, and Historical Sites",501
"34395",-74.089902,40.646556,"City Owned Property","Administration of Government",501
"34396",-74.123965,40.614998,"City Owned Property","Administration of Government",501
"34397",-74.1129,40.623518,"Gardiner-Tyler House","Parks, Gardens, and Historical Sites",501
"34398",-74.168896,40.628626,"West Shore Trucking, Inc.","Core Infrastructure and Transportation",501
"34399",-74.082227,40.623066,"Stapleton","Health and Human Services",501
"34400",-74.127092,40.632248,"Maint Facility-Castleton Depot","Core Infrastructure and Transportation",501
"34401",-74.147028,40.629543,"St. Adalbert's School","Education, Child Welfare, and Youth",501
"34402",-74.126097,40.627923,"Blessed Sacrament School","Education, Child Welfare, and Youth",501
"34403",-74.114817,40.634508,"West New Brighton","Libraries and Cultural Programs",501
"34404",-74.076068,40.630269,"Imperial Parking Us LLC","Core Infrastructure and Transportation",501
"34405",-74.085135,40.641595,"P.S. 31 William T. Davis School","Education, Child Welfare, and Youth",501
"34406",-74.142598,40.62491,"Pre-K Center At 1625 Forest Ave","Education, Child Welfare, and Youth",501
"34407",-74.158359,40.634762,"Staten Island SDA Church","Health and Human Services",501
"34408",-74.130302,40.639427,"Perfetto Contracting Co Inc","Core Infrastructure and Transportation",501
"34409",-74.076388,40.642967,"Richmond County Court House","Administration of Government",501
"34410",-74.129596,40.63213,"City Owned Property","Administration of Government",501
"34411",-74.078118,40.641295,"Staten Borough Office","Education, Child Welfare, and Youth",501
"34412",-74.061857,40.612925,"Community Agency For Senior Citizens Inc","Health and Human Services",501
"34413",-74.076392,40.637438,"Tompkinsville Park","Parks, Gardens, and Historical Sites",501
"34414",-74.074976,40.629363,"American Auto Body Inc.","Core Infrastructure and Transportation",501
"34415",-74.092853,40.615121,"Wagner College External Program","Education, Child Welfare, and Youth",501
"34416",-74.119521,40.614793,"Dodgers Triangle","Parks, Gardens, and Historical Sites",501
"34417",-74.101757,40.644051,"Snug Harbor Cultural Center","Libraries and Cultural Programs",501
"34418",-74.074658,40.645242,"Staten Island Ferry Terminal","Core Infrastructure and Transportation",501
"34419",-74.139187,40.630818,"Latin American Integration Center","Education, Child Welfare, and Youth",501
"34420",-74.123439,40.621285,"Chabad Lubavitch Of Staten Island","Education, Child Welfare, and Youth",501
"34421",-74.14634,40.634803,"Rail Line","Core Infrastructure and Transportation",501
"34422",-74.159975,40.63392,"City Owned Property","Administration of Government",501
"34423",-74.129961,40.612478,"Mt Sinai United Christian Church","Education, Child Welfare, and Youth",501
"34424",-74.142744,40.629315,"CAS SI Family Services Center","Education, Child Welfare, and Youth",501
"34425",-74.074632,40.616077,"Fresh Kills Landfill","Administration of Government",501
"34426",-74.13448,40.635765,"Centro De La Hospitalidad","Health and Human Services",501
