"","the_geom","female_50_54","the_geom_webmercator","shared_puma","fp_500_mhhi","fp_100_mhhi","cd_tot_resunits","fp_500_resunits","fp_500_bldg","fp_100_resunits","cd_tot_bldgs","fp_100_bldg","moe_under18_rate_nyc","moe_under18_rate_boro","total_lot_area","lot_area_other_no_data","lot_area_parking","lot_area_open_space","lot_area_public_facility_institution","lot_area_transportation_utility","lot_area_industrial_manufacturing","lot_area_commercial_office","lot_area_mixed_use","lot_area_res_multifamily_elevator","lot_area_res_multifamily_walkup","lot_area_res_1_2_family_bldg","lots_total","lots_other_no_data","lots_vacant","lots_parking","lots_open_space","lots_public_facility_institution","lots_transportation_utility","lots_industrial_manufacturing","lots_commercial_office","lots_mixed_use","lots_res_multifamily_elevator","lots_res_multifamily_walkup","lots_res_1_2_family_bldg","pct_served_parks","count_public_schools","count_libraries","count_hosp_clinic","count_parks","crime_count_nyc","crime_count_boro","crime_count","pct_clean_strts_nyc","pop_acs","pop_2010","pop_2000","puma","borocd","fp_500_pop","fp_100_pop","lot_area_vacant","cb_email","cb_website","acs_tooltip","neighborhoods","son_issue_3","son_issue_2","son_issue_1","cd_son_fy2018","shared_puma_cd","cd_short_title","cd_full_title","fp_500_cost_burden","fp_100_cost_burden","fp_500_rent_burden","fp_100_rent_burden","fp_500_permortg","fp_100_permortg","fp_500_ownerocc","fp_100_ownerocc","fp_500_openspace","fp_100_openspace","fp_500_area","fp_100_area","pct_hispanic","pct_other_nh","pct_asian_nh","pct_black_nh","pct_white_nh","female_85_over","male_85_over","female_80_84","male_80_84","female_75_79","male_75_79","female_70_74","male_70_74","female_65_69","male_65_69","female_60_64","male_60_64","female_55_59","male_55_59","cartodb_id","male_50_54","female_45_49","male_45_49","female_40_44","male_40_44","female_35_39","male_35_39","female_30_34","male_30_34","female_25_29","male_25_29","female_20_24","male_20_24","female_15_19","male_15_19","female_10_14","male_10_14","female_5_9","male_5_9","female_under_5","male_under_5","moe_over65_rate_nyc","over65_rate_nyc","moe_over65_rate_boro","over65_rate_boro","moe_over65_rate","over65_rate","under18_rate_nyc","under18_rate_boro","moe_under18_rate","under18_rate","moe_lep_rate_nyc","lep_rate_nyc","moe_lep_rate_boro","lep_rate_boro","moe_lep_rate","lep_rate","moe_foreign_born","pct_foreign_born","pct_lot_area_other_no_data","pct_lot_area_vacant","pct_lot_area_parking","pct_lot_area_open_space","pct_lot_area_public_facility_institution","pct_lot_area_transportation_utility","pct_lot_area_industrial_manufacturing","pct_lot_area_commercial_office","pct_lot_area_mixed_use","pct_lot_area_res_multifamily_elevator","pct_lot_area_res_multifamily_walkup","pct_lot_area_res_1_2_family_bldg","crime_per_1000_nyc","crime_per_1000_boro","crime_per_1000","pct_clean_strts_boro","pct_clean_strts","moe_hh_rent_burd_nyc","pct_hh_rent_burd_nyc","moe_hh_rent_burd_boro","pct_hh_rent_burd_boro","moe_hh_rent_burd","pct_hh_rent_burd","moe_mean_commute_nyc","mean_commute_nyc","moe_mean_commute_boro","mean_commute_boro","moe_mean_commute","mean_commute","moe_unemnployment","unemployment_nyc","moe_unemployment_boro","unemployment_boro","moe_unemployment_cd","unemployment_cd","moe_bach_deg_nyc","pct_bach_deg_nyc","moe_bach_deg_boro","pct_bach_deg_boro","moe_bach_deg","pct_bach_deg","poverty_rate_nyc","poverty_rate_boro","moe_poverty_rate","poverty_rate","pop_change_00_10","area_sqmi","acres","acs_tooltip_2","acs_tooltip_3","fp_100_ownerocc_value","fp_500_ownerocc_value","fp_100_mortg_value","fp_500_mortg_value","fp_100_cost_burden_value","fp_500_cost_burden_value","fp_100_rent_burden_value","fp_500_rent_burden_value","subborough","borough"
"47",NA,4,NA,"false",40000,44000,60642,7603,5998,4736,51472,3974,0,0,492107941,4144903,4230147,118419761,26299471,24325484,13428447,12025800,1842518,890421,6304155,192083933,50120,116,2848,197,1469,160,195,127,504,254,4,197,44049,56,46,5,1,62,96515,2779,485,96,165632,160209,152908,3901,503,14052,8473,88112901,"sicb3@cb.nyc.gov","www1.nyc.gov/site/statenislandcb3/index.page","American Community Survey 2012-2016 5-Year Estimates for PUMA 3901, which is an approximation of Staten Island CD 3","Annadale, Arden Heights, Bay Terrace, Butler Manor, Charleston, Eltingville, Fresh Kills, Great Kills, Greenridge, Huguenot, Oakwood, Oakwood Beach, Oakwood Heights, Pleasant Plains, Prince's Bay, Richmond Town, Richmond Valley, Rossville, Sandy Ground, Tottenville, Woodrow","Traffic","Street flooding","Street conditions (roadway maintenance)","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/si03_statement_2018.pdf","","Staten Island CD 3","Staten Island Community District 3",0.3770538895,0.3638612161,0.5096571704,0.4710006373,0.7037228542,0.6897286156,0.7634545375,0.7749028377,2.566,2.451,14.43,6.98,9.7,1.1,4.7,0.9,83.6,1.2,0.5,1.1,0.8,1.4,1.2,2.3,1.9,2.8,2.5,3.3,2.9,4,3.5,59,3.9,3.9,3.5,4,3.6,2.9,3,3,2.7,3,3.2,3.2,3.3,3,3,3.3,3.2,2.4,3.4,2.5,2.6,0.1,13,0.1,14.5,0.4,15.6,21.2,22.4,0.6,21.5,0.1,23,0.3,10.7,0.6,6.8,0.8,15.4,0.008422752,0.17905198,0.008595974,0.240637777,0.053442484,0.049431196,0.027287605,0.024437322,0.003744134,0.001809402,0.012810513,0.390328863,11.8,6.5,3.109412,98.6,99.5,0.2,44.6,1.9,46.5,4.3,40.9,0.1,40.3,0.5,43.2,0.8,45,0.1,5.5,0.2,3.6,0.3,3.6,0.2,36.2,0.7,31.4,1.3,32.6,20.3,15.8,0.8,11.4,0.05,21.5,13750.9,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3901, which is an approximation of Staten Island CD 3.","2010 Census population counts for floodplain area within Staten Island CD 3.",14555,17406,10039,12249,5296,6563,1478,2111,"South Shore","Staten Island"
"48",NA,2.3,NA,"true",NA,NA,45268,0,0,0,3207,0,0,0,29016812,16343,373995,919291,1615534,874910,778129,18579130,3621737,1723184,204913,24484,3073,19,88,50,11,115,21,161,1601,693,217,82,15,94,23,7,17,9,96515,25961,4600,96,NA,51673,44028,3807,105,0,0,285162,"office@cb5.org","www.cb5.org","American Community Survey 2012-2016 5-Year Estimates for PUMA 3807, which is an approximation of both Manhattan CD 5 and Manhattan CD 4","Flatiron, Gramercy Park, Herald Square, Midtown, Midtown South, Murray Hill, Times Square, Union Square","Transit (buses & subways)","Social services (including services for the homeless)","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn05_statement_2018.pdf","Manhattan CD 4","Manhattan CD 5","Manhattan Community District 5",0,0,0,0,0,0,0,0,0,0,0,0,14.6,2.8,16.2,5.4,60.9,0.8,0.4,0.7,0.7,1.3,1,1.7,1.2,2.2,2.2,2.6,2.8,3,3.7,5,3.4,2.5,4.1,2.9,5.5,3.8,5.2,6.3,7.3,7.5,6.7,4.5,3.7,1.8,0.9,1.1,0.7,0.9,1.3,1.7,1.6,0.1,13,0.1,14.4,0.6,12.1,21.2,14.6,0.8,8.4,0.1,23,0.3,15.6,1,9.7,1.3,28.4,0.000563225,0.009827475,0.012888907,0.031681323,0.055675792,0.030151831,0.026816488,0.640288464,0.124815124,0.059385711,0.007061872,0.000843787,11.8,15.7,87.226379,95.6,97.6,0.2,44.6,0.5,37.1,1.6,34.2,0.1,40.3,0.2,31.4,0.6,26,0.1,5.5,0.2,4.6,0.4,4.1,0.2,36.2,0.4,60.4,1.2,74.1,20.3,14.5,0.8,10.8,0.17,1.6,1005.4,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3807, which is an approximation of Manhattan CD 5.","2010 Census population counts for floodplain area within Manhattan CD 5.",1339,1860,907,1229,327,458,5007,5962,"Kingsbridge Heights/Mosholu","Bronx"
"49",NA,3.7,NA,"false",21000,36000,76284,12823,2617,1167,13473,798,0,0,81049507,206547,3073134,15787097,4931968,654433,3064446,4657362,2247558,14631857,11087374,16772888,11004,26,379,199,92,153,35,70,283,290,108,3137,6232,89,68,4,10,27,96515,20128,2057,96,189556,172298,167859,3709,209,20950,654,3934843,"bx09@cb.nyc.gov","www.nyc.gov/bxcb9","American Community Survey 2012-2016 5-Year Estimates for PUMA 3709, which is an approximation of Bronx CD 9","Bronx River, Castle Hill, Clason Point, Harding Park, Parkchester, Soundview, Soundview-Bruckner, Unionport","Neighborhood preservation (development trends)","Crime","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx09_statement_2018.pdf","","Bronx CD 9","Bronx Community District 9",0.444973545,0.3980440098,0.5762795276,0.5438829787,0.7351851852,0.8273838631,0.2536061724,0.5315830517,0.5,0.469,2.29,0.99,58.4,2.9,7.1,28.8,2.8,0.9,0.3,0.7,0.5,1.4,1,1.7,1.2,2.2,1.5,3,2.1,3.3,2.5,21,3,3.7,3.1,3.2,2.6,3.9,3,3.6,3.6,4.1,4.2,4.3,4.1,3.1,3.5,3.4,3.3,3.2,3.7,3.7,3.5,0.1,13,0.1,11.3,0.5,11.6,21.2,25.6,0.8,24.7,0.1,23,0.3,26,1,24.8,1.1,32,0.002548405,0.048548636,0.037916751,0.194783381,0.060851302,0.008074485,0.037809558,0.057463175,0.027730681,0.18052987,0.13679755,0.206946206,11.8,14.3,12.331688,95.2,96.7,0.2,44.6,0.5,50.6,1.6,48.7,0.1,40.3,0.2,43.5,0.8,46,0.1,5.5,0.2,7.5,0.6,7.9,0.2,36.2,0.3,19.1,0.8,15.9,20.3,25.8,1.2,26.4,0.03,4.1,2622.5,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3709, which is an approximation of Bronx CD 9.","2010 Census population counts for floodplain area within Bronx CD 9.",2045,3780,1692,2779,814,1682,818,5855,"South Crown Heights","Brooklyn"
"50",NA,2.4,NA,"true",118000,121000,39547,28097,1036,19061,1729,678,0,0,36319858,5589035,224770,1340333,10186495,4290838,280455,7946047,3851582,1814023,171501,46477,1478,24,33,26,20,64,41,87,363,550,174,62,34,100,32,1,9,27,96515,25961,1099,96,NA,60978,34420,3810,101,29221,16733,578302,"man01@cb.nyc.gov","www1.nyc.gov/site/manhattancb1/index.page","American Community Survey 2012-2016 5-Year Estimates for PUMA 3810, which is an approximation of both Manhattan CD 1 and Manhattan CD 2","Battery Park City, Civic Center, Ellis Island, Governors Island, Liberty Island, South Street Seaport, Tribeca, Wall Street, World Trade Center","Other","Traffic","Resiliency","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn01_statement_2018.pdf","Manhattan CD 2","Manhattan CD 1","Manhattan Community District 1",0.2845282282,0.2847743124,0.350056009,0.3532316839,0.6126196523,0.6448216871,0.2419816115,0.2205933581,0.042,0.041,2.53,1.78,7,3.2,15.9,2.2,71.6,0.9,0.6,0.7,0.5,0.8,0.8,1.4,1.2,2.3,1.9,2.6,2.6,2.3,2.4,1,2.9,2.8,3.3,3.6,3.8,4.4,5.5,6.7,6.7,8.1,6.6,4,2.8,2.4,2.1,1,1.5,1.9,1.7,2.2,2.6,0.1,13,0.1,14.4,0.5,11.3,21.2,14.6,0.6,12.2,0.1,23,0.3,15.6,0.7,6.2,1,24.2,0.153883724,0.015922474,0.006188626,0.036903586,0.280466267,0.118140275,0.007721809,0.218779682,0.106046175,0.049945762,0.004721962,0.001279658,11.8,15.7,15.634252,95.6,96.8,0.2,44.6,0.5,37.1,1.6,32.2,0.1,40.3,0.2,31.4,0.5,25,0.1,5.5,0.2,4.6,0.4,3.2,0.2,36.2,0.4,60.4,1,81.8,20.3,14.5,0.7,8.8,0.77,1.5,976.3,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3810, which is an approximation of Manhattan CD 1.","2010 Census population counts for floodplain area within Manhattan CD 1.",7599,10238,4900,6272,2164,2913,7367,8750,"Mott Haven/Hunts Point","Bronx"
"51",NA,2.4,NA,"true",118000,121000,60146,7620,777,4490,5360,346,0,0,27742514,98193,496512,1029443,2236247,4426806,959550,4176348,5953961,3644369,2471785,972603,4760,40,59,61,30,177,27,137,566,1662,456,949,596,100,15,4,13,16,96515,25961,2353,96,NA,90016,93119,3810,102,10198,5038,1276697,"bgormley@cb.nyc.gov","www.nyc.gov/html/mancb2","American Community Survey 2012-2016 5-Year Estimates for PUMA 3810, which is an approximation of both Manhattan CD 2 and Manhattan CD 1","Greenwich Village, Hudson Square, Little Italy, NoHo, SoHo, South Village, West Village","Schools","Parks","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn02_statement_2018.pdf","Manhattan CD 1","Manhattan CD 2","Manhattan Community District 2",0.2845282282,0.2847743124,0.350056009,0.3532316839,0.6126196523,0.6448216871,0.2419816115,0.2205933581,0.001,0.001,0.39,0.25,7,3.2,15.9,2.2,71.6,0.9,0.6,0.7,0.5,0.8,0.8,1.4,1.2,2.3,1.9,2.6,2.6,2.3,2.4,2,2.9,2.8,3.3,3.6,3.8,4.4,5.5,6.7,6.7,8.1,6.6,4,2.8,2.4,2.1,1,1.5,1.9,1.7,2.2,2.6,0.1,13,0.1,14.4,0.5,11.3,21.2,14.6,0.6,12.2,0.1,23,0.3,15.6,0.7,6.2,1,24.2,0.003539441,0.046019514,0.017897152,0.037107055,0.080607223,0.159567586,0.034587709,0.150539637,0.214615049,0.13136405,0.089097369,0.035058214,11.8,15.7,25.876288,95.6,97,0.2,44.6,0.5,37.1,1.6,32.2,0.1,40.3,0.2,31.4,0.5,25,0.1,5.5,0.2,4.6,0.4,3.2,0.2,36.2,0.4,60.4,1,81.8,20.3,14.5,0.7,8.8,-0.03,1.4,865.9,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3810, which is an approximation of Manhattan CD 2.","2010 Census population counts for floodplain area within Manhattan CD 2.",7599,10238,4900,6272,2164,2913,7367,8750,"Morrisania/Belmont","Bronx"
"52",NA,3.5,NA,"false",34000,32000,45456,42,38,0,2610,30,0,0,30013141,2754,288929,9124983,6082352,1405762,234209,669997,2330828,5198435,2817723,617206,2480,3,92,38,22,201,23,20,77,313,366,954,371,100,33,4,14,16,96515,25961,1263,96,129881,110193,111724,3802,109,0,0,1239963,"nyc-cb9m@juno.com","www.cb9m.org","American Community Survey 2012-2016 5-Year Estimates for PUMA 3802, which is an approximation of Manhattan CD 9","Hamilton Heights, Manhattanville, Morningside Heights, West Harlem","Unemployment","Crime","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn09_statement_2018.pdf","","Manhattan CD 9","Manhattan Community District 9",0.1590909091,0.1617195496,0.5311730927,0.5155751406,0.604020979,0.6397134084,0.1254110941,0.11920449,0.201,0.099,0.21,0.11,37.9,3.7,8.3,21.5,28.6,1,0.6,1.1,0.6,1.3,0.9,1.8,0.9,2.1,1.1,2.5,2,2.5,2.4,9,3,2.9,3,3,2.8,3.3,3.3,4.5,4.5,6.1,5.9,6.7,6.3,4,3.5,2.1,2.2,2.1,2.1,2.3,2.3,0.1,13,0.1,14.4,0.7,11.4,21.2,14.6,0.9,15.7,0.1,23,0.3,15.6,1.3,20.8,1.4,34,9.18e-05,0.041314003,0.00962675,0.304032923,0.202656296,0.046838217,0.007803548,0.022323455,0.077660249,0.173205297,0.093882976,0.020564525,11.8,15.7,9.408571,95.6,93.9,0.2,44.6,0.5,37.1,1.9,43.9,0.1,40.3,0.2,31.4,1,36,0.1,5.5,0.2,4.6,0.6,5,0.2,36.2,0.4,60.4,1.5,45.3,20.3,14.5,1.5,23.5,-0.01,1.5,961.7,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3802, which is an approximation of Manhattan CD 9.","2010 Census population counts for floodplain area within Manhattan CD 9.",977,1144,625,691,158,182,3393,3885,"Pelham Parkway","Bronx"
"53",NA,3.4,NA,"false",45000,NA,66031,0,87,0,41562,44,0,NA,158814603,888380,2620893,56197227,3777364,2775189,15306140,4745098,4726383,759626,15838701,50017095,31463,82,477,505,90,170,99,593,359,1776,15,5890,21407,73,42,4,5,12,96515,19371,1268,96,174240,169190,165911,4110,405,3,0,1162507,"qnscb5@nyc.rr.com","www.nyc.gov/qnscb5","American Community Survey 2012-2016 5-Year Estimates for PUMA 4110, which is an approximation of Queens CD 5","Glendale, Maspeth, Middle Village, Ridgewood","Traffic","Street flooding","Emergency response","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn05_statement_2018.pdf","","Queens CD 5","Queens Community District 5",0.4366197183,0,0.6346153846,0,0.661971831,0,0.2713375796,0,0,0,0.27,0.1,35.8,1.3,8.4,1.5,53.1,1.2,0.6,1.1,0.5,1.3,0.9,1.4,1.3,2.2,1.8,3.1,2.7,3.5,3.4,47,3.4,3.5,3.5,3.3,3.6,4.1,3.9,4.3,3.8,4,4.1,3.2,3.5,2.6,2.9,3.1,2.5,2.9,3.2,2.9,3.1,0.1,13,0.1,13.7,0.5,12.5,21.2,20.5,0.7,21.2,0.1,23,0.2,28.9,0.8,22.9,1,38.9,0.005593818,0.0073199,0.016502846,0.35385428,0.02378474,0.017474394,0.096377409,0.029878222,0.02976038,0.004783099,0.09973076,0.314940151,11.8,9.1,8.014425,96.8,97.3,0.2,44.6,0.6,47.5,1.7,42.8,0.1,40.3,0.2,43,0.6,40,0.1,5.5,0.1,5,0.3,4.2,0.2,36.2,0.3,30.6,0.8,26.2,20.3,20.2,0.8,18.6,0.02,7.5,4829.4,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4110, which is an approximation of Queens CD 5.","2010 Census population counts for floodplain area within Queens CD 5.",0,213,0,141,0,93,0,330,"Middle Village/Ridgewood","Queens"
"54",NA,3,NA,"false",21000,18000,79856,27544,819,21052,4680,495,0,0,33738622,47879,452720,5362670,3538754,1399401,413044,1210404,8191096,8370659,2783547,105989,4261,10,148,64,71,282,28,108,284,1971,269,957,69,100,63,5,33,61,96515,25961,2375,96,160709,163277,164407,3809,103,47273,32294,1862459,"info@cb3manhattan.org","www.nyc.gov/html/mancb3","American Community Survey 2012-2016 5-Year Estimates for PUMA 3809, which is an approximation of Manhattan CD 3","Chinatown, East Village, Lower East Side, NoHo, Two Bridges","Other","Senior services","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn03_statement_2018.pdf","","Manhattan CD 3","Manhattan Community District 3",0.1610824742,0.1553062985,0.4584340261,0.4634104833,0.4236469072,0.4020707506,0.1068907332,0.1119969078,0.149,0.121,0.94,0.53,24.9,3.1,31,7.9,33.1,1.9,0.9,1.1,1,1.5,1,2.2,1.7,2.4,1.6,3.5,2.9,2.8,2.6,3,3,3.5,3.4,3.2,3.1,3.4,4.2,4.7,5.4,6.4,6.4,4,4,3.1,2.6,1.8,1.4,1.2,2,1.7,1.6,0.1,13,0.1,14.4,0.7,15.4,21.2,14.6,0.8,11.7,0.1,23,0.3,15.6,1,28.6,1.2,34.5,0.001419115,0.055202581,0.01341845,0.158947511,0.104887331,0.041477717,0.012242468,0.035875917,0.242780989,0.248103168,0.082503281,0.003141474,11.8,15.7,14.953955,95.6,92.3,0.2,44.6,0.5,37.1,1.8,38.2,0.1,40.3,0.2,31.4,0.7,32,0.1,5.5,0.2,4.6,0.6,4.5,0.2,36.2,0.4,60.4,1.4,43.9,20.3,14.5,1.1,18,-0.01,1.7,1076.9,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3809, which is an approximation of Manhattan CD 3.","2010 Census population counts for floodplain area within Manhattan CD 3.",2318,3104,932,1315,360,500,8169,11382,"Highbridge/South Concourse","Bronx"
"55",NA,3,NA,"true",19000,31000,32893,84,21,0,3642,0,0,0,30849159,210578,1333608,6229794,3851153,332165,2105729,1842236,2687791,4055688,3859573,3277768,3763,44,279,222,54,208,26,136,126,308,115,1030,1215,100,83,1,25,22,96515,20128,1390,96,NA,79762,68574,3705,203,14,0,1063076,"brxcomm3@optonline.net","www.nyc.gov/bronxcb3","American Community Survey 2012-2016 5-Year Estimates for PUMA 3705, which is an approximation of both Bronx CD 3 and Bronx CD 6","Claremont, Crotona Park East, Melrose, Morrisania","Youth and children’s services","Unemployment","Health care services","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx03_statement_2018.pdf","Bronx CD 6","Bronx CD 3","Bronx Community District 3",0.2404580153,0.2148760331,0.4796722345,0.5306881587,0.6145038168,0.6404958678,0.07304153889,0.122655854,0,0,0.03,0.01,63.5,1.1,0.8,30.1,4.5,0.7,0.2,0.7,0.3,0.9,0.7,1.3,0.9,1.6,0.9,1.7,1.8,2.5,2.2,15,2.8,3.4,2.8,3,2.7,3.8,3.4,3.9,3.9,4,4.7,4.1,5.3,4.1,4.4,3.7,4.2,3.9,4.3,3.9,4.3,0.1,13,0.1,11.3,0.5,8.4,21.2,25.6,0.9,29.5,0.1,23,0.3,26,1,27.5,1.1,31.3,0.006826053,0.034460453,0.043229963,0.201943722,0.124838184,0.010767392,0.068258879,0.059717544,0.087126881,0.131468349,0.125111125,0.106251454,11.8,14.3,15.410423,95.2,89.2,0.2,44.6,0.5,50.6,1.6,51.6,0.1,40.3,0.2,43.5,0.8,43,0.1,5.5,0.2,7.5,0.6,8.9,0.2,36.2,0.3,19.1,0.8,13.1,20.3,25.8,1.2,30.8,0.16,1.6,1028.8,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3705, which is an approximation of Bronx CD 3.","2010 Census population counts for floodplain area within Bronx CD 3.",242,262,155,161,52,63,856,1522,"Bedford Stuyvesant","Brooklyn"
"56",NA,3.6,NA,"false",NA,NA,38953,0,0,0,8764,0,0,NA,30881252,17982,628090,525724,6286191,219587,369676,1069195,2834447,3514337,4764517,10320423,6954,20,115,67,7,165,19,24,116,763,188,1227,4243,91,44,3,16,4,96515,28276,1235,96,111325,98429,104014,4011,309,0,0,331083,"bk09@cb.nyc.gov","www.communitybrd9bklyn.org","American Community Survey 2012-2016 5-Year Estimates for PUMA 4011, which is an approximation of Brooklyn CD 9","Crown Heights South, Prospect Lefferts Gardens, Wingate","Social services (including services for the homeless)","Schools","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk09_statement_2018.pdf","","Brooklyn CD 9","Brooklyn Community District 9",0,0,0,0,0,0,0,0,0,0,0,0,9.6,2.5,1.8,66.3,19.8,1.2,0.5,1.1,0.7,1.4,0.7,1.9,1.1,2.8,1.5,3.3,2.3,3.3,2.7,33,2.7,3.3,2.3,3.1,2.8,3.6,2.9,4.4,4.2,4.8,5.1,3.7,4.2,2.8,2.8,3.2,2.8,2.8,3.1,3.8,3.4,0.1,13,0.1,12.2,0.6,13.1,21.2,23.3,1.2,22.7,0.1,23,0.2,23.1,1.1,11.6,1.4,41.1,0.000582295,0.010721165,0.020338877,0.017024051,0.203560108,0.00711069,0.011970888,0.034622787,0.091785365,0.113801636,0.154285098,0.33419704,11.8,11.2,12.042475,93.4,93,0.2,44.6,0.3,45.7,1.8,49,0.1,40.3,0.2,42,1,42,0.1,5.5,0.1,5.7,0.6,7.3,0.2,36.2,0.2,34.1,1.4,28.8,20.3,21.6,1.4,22.1,-0.05,1.6,1040.6,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4011, which is an approximation of Brooklyn CD 9.","2010 Census population counts for floodplain area within Brooklyn CD 9.",0,0,0,0,0,0,0,0,"East Harlem","Manhattan"
"57",NA,3.7,NA,"false",56000,56000,53293,249,163,0,24267,149,0,NA,88001643,20080,668385,26337719,12417344,1055470,468262,2146226,4405639,3228065,7952007,29072119,17084,17,135,132,32,147,41,44,319,1784,168,2577,11688,81,23,4,14,13,96515,28276,846,96,125011,124491,122542,4013,310,12,0,230327,"bk10@cb.nyc.gov","www.bkcb10.org","American Community Survey 2012-2016 5-Year Estimates for PUMA 4013, which is an approximation of Brooklyn CD 10","Bay Ridge, Dyker Heights, Fort Hamilton","Quality of life issues (noise, graffiti, petty crime, etc.)","Parks","Neighborhood preservation (development trends)","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk10_statement_2018.pdf","","Brooklyn CD 10","Brooklyn Community District 10",0.2776624147,0.2776624147,0.437037037,0.437037037,0.5398991397,0.5398991397,0.3993602654,0.3993602654,0.773,0.722,2.03,0.99,15.4,1.8,24,1.5,57.3,1.6,0.7,1.3,0.8,1.5,1.1,1.9,1.6,2.9,2,3,2.9,3.2,3.2,34,3.6,3.7,3.4,3.6,3.5,3.7,3.3,4.1,4.2,4,4,2.8,2.9,2.7,2.3,2.4,2.4,2.8,2.9,3.2,3.3,0.1,13,0.1,12.2,0.6,15.3,21.2,23.3,0.8,20.1,0.1,23,0.2,23.1,1.1,28.3,1.1,39.3,0.000228178,0.002617303,0.007595142,0.299286674,0.141103547,0.011993753,0.00532106,0.024388476,0.050063145,0.036681872,0.090362029,0.330358821,11.8,11.2,6.60669,93.4,97.8,0.2,44.6,0.3,45.7,1.8,43.6,0.1,40.3,0.2,42,0.7,44,0.1,5.5,0.1,5.7,0.5,4.9,0.2,36.2,0.2,34.1,1,39.4,20.3,21.6,1.1,19,0.02,4,2548.9,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4013, which is an approximation of Brooklyn CD 10.","2010 Census population counts for floodplain area within Brooklyn CD 10.",3371,3371,1820,1820,936,936,1770,1770,"Washington Heights/Inwood","Manhattan"
"58",NA,3.9,NA,"false",37000,42000,50041,22675,5599,20555,20199,4249,0,0,141512155,1466163,2521816,19196315,17625981,509074,2351899,10190253,2357110,10087275,8278184,42378192,15236,52,756,250,82,138,30,100,391,367,54,1860,11156,51,42,5,13,11,96515,20128,1073,96,122417,120392,115948,3703,210,28407,11229,24549893,"bx10@cb.nyc.gov","www.nyc.gov/html/bxcb10/","American Community Survey 2012-2016 5-Year Estimates for PUMA 3703, which is an approximation of Bronx CD 10","City Island, Co-op City, Country Club, Edgewater Park, Pelham Bay, Schuylerville, Throgs Neck, Westchester Square","Transit (buses & subways)","Traffic","Quality of life issues (noise, graffiti, petty crime, etc.)","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx10_statement_2018.pdf","","Bronx CD 10","Bronx Community District 10",0.2344379758,0.2946854001,0.4266724462,0.4196393825,0.4451410658,0.5220525351,0.4695121951,0.4881321565,0.536,0.514,4.77,2.66,37.1,2.2,3,28.5,29.3,2.2,0.9,1.8,0.9,2.4,1.4,2.6,1.8,2.9,2.3,3.4,3.1,3.6,2.9,22,3.3,4.1,3.5,3.1,3.1,3.5,2.9,3.1,2.5,3,2.6,3.8,4.1,2.9,2.8,2.5,2.7,2.6,2.8,2.6,2.5,0.1,13,0.1,11.3,0.9,19.3,21.2,25.6,1,18.8,0.1,23,0.3,26,1,11.9,1.8,20.6,0.010360686,0.173482575,0.01782049,0.135651351,0.124554537,0.003597387,0.016619767,0.072009737,0.01665659,0.071282039,0.058498042,0.299466798,11.8,14.3,8.883873,95.2,99,0.2,44.6,0.5,50.6,3.2,38.6,0.1,40.3,0.2,43.5,1.4,44,0.1,5.5,0.2,7.5,0.6,5.4,0.2,36.2,0.3,19.1,1.5,25.6,20.3,25.8,1.5,14,0.04,6.4,4124.8,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3703, which is an approximation of Bronx CD 10.","2010 Census population counts for floodplain area within Bronx CD 10.",8185,13398,4273,5964,2412,3141,3235,5906,"Bay Ridge","Brooklyn"
